Datetime__PJME_hourly.csv,PJME_MW__PJME_hourly.csv
2003-01-10 17:00:00,766950
2003-01-11 03:00:00,773219
2003-01-12 00:00:00,771243
2003-01-13 07:00:00,842164
2003-01-14 14:00:00,861956
2003-01-15 21:00:00,874241
2003-01-16 07:00:00,898591
2003-01-17 04:00:00,876869
2003-01-18 11:00:00,867789
2003-01-19 18:00:00,826314
2003-01-20 04:00:00,852036
2003-01-21 01:00:00,902195
2003-01-22 08:00:00,941421
2003-01-23 15:00:00,977529
2003-01-24 22:00:00,949851
2003-01-25 08:00:00,833523
2003-01-26 05:00:00,787929
2003-01-27 12:00:00,932653
2003-01-28 19:00:00,947608
2003-01-29 05:00:00,874231
2003-01-30 02:00:00,863639
2003-01-31 09:00:00,836064
2003-02-01 16:00:00,760686
2003-02-02 23:00:00,713572
2003-02-03 20:00:00,780897
2003-02-04 06:00:00,784233
2003-02-05 03:00:00,828718
2003-02-06 10:00:00,855607
2003-02-07 17:00:00,829265
2003-02-08 03:00:00,787122
2003-02-09 00:00:00,769999
2003-02-10 07:00:00,832996
2003-02-11 14:00:00,852119
2003-02-12 21:00:00,867064
2003-02-13 07:00:00,892147
2003-02-14 04:00:00,861222
2003-02-15 11:00:00,801343
2003-02-16 18:00:00,862752
2003-02-17 04:00:00,846447
2003-02-18 01:00:00,825056
2003-02-19 08:00:00,826859
2003-02-20 15:00:00,783744
2003-02-21 22:00:00,796107
2003-02-22 08:00:00,748400
2003-02-23 05:00:00,721328
2003-02-24 12:00:00,827240
2003-02-25 19:00:00,834424
2003-02-26 05:00:00,889338
2003-02-27 02:00:00,873091
2003-02-28 09:00:00,824577
2003-03-01 16:00:00,748310
2003-03-02 13:00:00,700764
2003-03-03 20:00:00,847080
2003-03-04 06:00:00,849945
2003-03-05 03:00:00,769167
2003-03-06 10:00:00,806904
2003-03-07 17:00:00,834033
2003-03-08 03:00:00,717468
2003-03-09 00:00:00,664541
2003-03-10 07:00:00,823702
2003-03-11 14:00:00,839563
2003-03-12 21:00:00,780721
2003-03-13 07:00:00,753423
2003-03-14 04:00:00,775372
2003-03-15 11:00:00,687824
2003-03-16 18:00:00,626345
2003-03-17 04:00:00,683281
2003-03-18 01:00:00,684891
2003-03-19 08:00:00,723444
2003-03-20 15:00:00,774805
2003-03-21 22:00:00,709761
2003-03-22 08:00:00,616763
2003-03-23 05:00:00,594768
2003-03-24 12:00:00,680297
2003-03-25 19:00:00,684539
2003-03-26 05:00:00,687444
2003-03-27 02:00:00,689266
2003-03-28 09:00:00,682895
2003-03-29 06:00:00,615000
2003-03-30 13:00:00,648066
2003-03-31 20:00:00,763535
2003-04-01 06:00:00,765738
2003-04-02 03:00:00,706281
2003-04-03 10:00:00,687304
2003-04-04 17:00:00,705962
2003-04-05 03:00:00,660670
2003-04-06 00:00:00,600728
2003-04-07 07:00:00,769731
2003-04-08 14:00:00,789187
2003-04-09 21:00:00,780419
2003-04-10 07:00:00,745675
2003-04-11 04:00:00,747487
2003-04-12 11:00:00,630247
2003-04-13 18:00:00,588285
2003-04-14 04:00:00,677940
2003-04-15 01:00:00,680660
2003-04-16 08:00:00,697921
2003-04-17 15:00:00,680162
2003-04-18 22:00:00,689071
2003-04-19 08:00:00,609643
2003-04-20 05:00:00,559557
2003-04-21 12:00:00,654351
2003-04-22 19:00:00,675182
2003-04-23 05:00:00,691008
2003-04-24 23:00:00,694850
2003-04-25 09:00:00,672881
2003-04-26 06:00:00,610971
2003-04-27 13:00:00,573638
2003-04-28 20:00:00,669222
2003-04-29 06:00:00,676552
2003-04-30 03:00:00,670164
2003-05-01 10:00:00,691939
2003-05-02 17:00:00,706729
2003-05-03 03:00:00,589769
2003-05-04 00:00:00,566422
2003-05-05 07:00:00,674607
2003-05-06 14:00:00,682201
2003-05-07 21:00:00,698607
2003-05-08 07:00:00,696054
2003-05-09 04:00:00,673980
2003-05-10 11:00:00,604284
2003-05-11 18:00:00,598201
2003-05-12 04:00:00,673442
2003-05-13 01:00:00,671286
2003-05-14 08:00:00,673181
2003-05-15 15:00:00,677956
2003-05-16 22:00:00,676096
2003-05-17 08:00:00,612964
2003-05-18 05:00:00,587162
2003-05-19 12:00:00,677813
2003-05-20 19:00:00,680027
2003-05-21 16:00:00,681021
2003-05-22 23:00:00,681579
2003-05-23 09:00:00,671718
2003-05-24 06:00:00,598036
2003-05-25 13:00:00,566925
2003-05-26 20:00:00,578300
2003-05-27 06:00:00,665287
2003-05-28 03:00:00,678314
2003-05-29 10:00:00,683721
2003-05-30 17:00:00,693320
2003-05-31 03:00:00,618072
2003-06-01 00:00:00,584338
2003-06-02 07:00:00,671015
2003-06-03 14:00:00,679763
2003-06-04 21:00:00,688130
2003-06-05 07:00:00,690263
2003-06-06 04:00:00,692136
2003-06-07 11:00:00,625679
2003-06-08 18:00:00,593041
2003-06-09 04:00:00,704373
2003-06-10 01:00:00,742625
2003-06-11 08:00:00,793879
2003-06-12 15:00:00,853247
2003-06-13 22:00:00,821580
2003-06-14 08:00:00,763682
2003-06-15 05:00:00,747989
2003-06-16 12:00:00,738609
2003-06-17 09:00:00,700228
2003-06-18 16:00:00,724791
2003-06-19 23:00:00,773759
2003-06-20 09:00:00,735935
2003-06-21 06:00:00,633633
2003-06-22 13:00:00,608607
2003-06-23 20:00:00,790980
2003-06-24 06:00:00,898640
2003-06-25 03:00:00,956702
2003-06-26 10:00:00,1036745
2003-06-27 17:00:00,1005493
2003-06-28 03:00:00,779238
2003-06-29 00:00:00,792584
2003-06-30 07:00:00,936056
2003-07-01 14:00:00,884672
2003-07-02 21:00:00,868816
2003-07-03 07:00:00,814113
2003-07-04 04:00:00,827043
2003-07-05 11:00:00,905305
2003-07-06 18:00:00,911677
2003-07-07 04:00:00,992359
2003-07-08 01:00:00,1014793
2003-07-09 08:00:00,968649
2003-07-10 15:00:00,805043
2003-07-11 22:00:00,858933
2003-07-12 08:00:00,787143
2003-07-13 05:00:00,749689
2003-07-14 02:00:00,830918
2003-07-15 09:00:00,872057
2003-07-16 16:00:00,939385
2003-07-17 23:00:00,891350
2003-07-18 09:00:00,858494
2003-07-19 06:00:00,769910
2003-07-20 13:00:00,756917
2003-07-21 20:00:00,944239
2003-07-22 06:00:00,959305
2003-07-23 03:00:00,897854
2003-07-24 10:00:00,896023
2003-07-25 17:00:00,883964
2003-07-26 03:00:00,850910
2003-07-27 00:00:00,878437
2003-07-28 07:00:00,936559
2003-07-29 14:00:00,865124
2003-07-30 21:00:00,836739
2003-07-31 07:00:00,840196
2003-08-01 04:00:00,868529
2003-08-02 11:00:00,868813
2003-08-03 18:00:00,867294
2003-08-04 04:00:00,945997
2003-08-05 01:00:00,920799
2003-08-06 08:00:00,901603
2003-08-07 15:00:00,880294
2003-08-08 22:00:00,906738
2003-08-09 19:00:00,835581
2003-08-10 05:00:00,830991
2003-08-11 02:00:00,918935
2003-08-12 09:00:00,953600
2003-08-13 16:00:00,991426
2003-08-14 23:00:00,1002128
2003-08-15 09:00:00,998267
2003-08-16 06:00:00,874542
2003-08-17 13:00:00,804489
2003-08-18 20:00:00,865601
2003-08-19 06:00:00,888485
2003-08-20 03:00:00,940132
2003-08-21 10:00:00,1002926
2003-08-22 17:00:00,1041440
2003-08-23 03:00:00,832322
2003-08-24 00:00:00,679563
2003-08-25 07:00:00,844483
2003-08-26 14:00:00,910719
2003-08-27 21:00:00,924912
2003-08-28 07:00:00,907598
2003-08-29 04:00:00,919946
2003-08-30 11:00:00,861813
2003-08-31 18:00:00,676765
2003-09-01 04:00:00,718288
2003-09-02 01:00:00,801362
2003-09-03 08:00:00,785687
2003-09-04 15:00:00,830787
2003-09-05 12:00:00,779569
2003-09-06 19:00:00,666288
2003-09-07 05:00:00,657932
2003-09-08 02:00:00,774301
2003-09-09 09:00:00,761546
2003-09-10 16:00:00,736000
2003-09-11 23:00:00,752640
2003-09-12 09:00:00,722950
2003-09-13 06:00:00,694362
2003-09-14 13:00:00,749990
2003-09-15 20:00:00,838947
2003-09-16 06:00:00,786609
2003-09-17 03:00:00,749684
2003-09-18 10:00:00,710654
2003-09-19 17:00:00,689334
2003-09-20 03:00:00,686912
2003-09-21 00:00:00,643273
2003-09-22 07:00:00,749594
2003-09-23 14:00:00,763624
2003-09-24 21:00:00,714774
2003-09-25 07:00:00,745073
2003-09-26 04:00:00,755393
2003-09-27 11:00:00,721828
2003-09-28 18:00:00,659638
2003-09-29 04:00:00,683965
2003-09-30 01:00:00,679473
2003-10-01 08:00:00,684206
2003-10-02 05:00:00,687248
2003-10-03 12:00:00,688944
2003-10-04 19:00:00,625937
2003-10-05 05:00:00,596227
2003-10-06 02:00:00,682179
2003-10-07 09:00:00,694816
2003-10-08 16:00:00,699297
2003-10-09 23:00:00,707836
2003-10-10 09:00:00,690531
2003-10-11 06:00:00,614244
2003-10-12 13:00:00,597463
2003-10-13 20:00:00,678389
2003-10-14 06:00:00,690256
2003-10-15 03:00:00,681331
2003-10-16 10:00:00,689442
2003-10-17 17:00:00,679684
2003-10-18 03:00:00,615388
2003-10-19 00:00:00,599599
2003-10-20 07:00:00,686573
2003-10-21 14:00:00,692168
2003-10-22 21:00:00,689187
2003-10-23 07:00:00,726272
2003-10-24 04:00:00,723865
2003-10-25 11:00:00,645856
2003-10-26 18:00:00,587920
2003-10-27 15:00:00,698891
2003-10-28 22:00:00,704053
2003-10-29 08:00:00,712831
2003-10-30 05:00:00,711431
2003-10-31 12:00:00,689104
2003-11-01 19:00:00,623191
2003-11-02 05:00:00,604127
2003-11-03 02:00:00,704181
2003-11-04 09:00:00,703638
2003-11-05 16:00:00,714552
2003-11-06 23:00:00,710084
2003-11-07 09:00:00,683484
2003-11-08 06:00:00,648382
2003-11-09 13:00:00,672490
2003-11-10 20:00:00,766441
2003-11-11 06:00:00,749218
2003-11-12 03:00:00,720222
2003-11-13 10:00:00,726315
2003-11-14 17:00:00,762914
2003-11-15 03:00:00,668891
2003-11-16 00:00:00,648927
2003-11-17 07:00:00,711925
2003-11-18 14:00:00,729692
2003-11-19 21:00:00,719434
2003-11-20 07:00:00,716784
2003-11-21 04:00:00,715736
2003-11-22 11:00:00,641221
2003-11-23 08:00:00,625886
2003-11-24 15:00:00,709820
2003-11-25 22:00:00,754085
2003-11-26 08:00:00,762924
2003-11-27 05:00:00,629639
2003-11-28 12:00:00,640627
2003-11-29 19:00:00,677124
2003-11-30 05:00:00,675292
2003-12-01 02:00:00,740611
2003-12-02 09:00:00,809734
2003-12-03 16:00:00,845817
2003-12-04 23:00:00,841318
2003-12-05 09:00:00,841631
2003-12-06 06:00:00,808017
2003-12-07 13:00:00,787378
2003-12-08 20:00:00,850796
2003-12-09 06:00:00,843061
2003-12-10 03:00:00,814782
2003-12-11 10:00:00,778132
2003-12-12 17:00:00,805082
2003-12-13 03:00:00,781348
2003-12-14 00:00:00,792602
2003-12-15 07:00:00,839965
2003-12-16 14:00:00,826148
2003-12-17 21:00:00,817918
2003-12-18 07:00:00,857279
2003-12-19 04:00:00,849880
2003-12-20 01:00:00,793845
2003-12-21 08:00:00,777031
2003-12-22 15:00:00,801680
2003-12-23 22:00:00,749692
2003-12-24 08:00:00,703678
2003-12-25 05:00:00,678680
2003-12-26 12:00:00,748258
2003-12-27 19:00:00,705055
2003-12-28 05:00:00,698046
2003-12-29 02:00:00,757862
2003-12-30 09:00:00,746758
2003-12-31 16:00:00,739893
2004-01-01 23:00:00,669246
2004-01-02 09:00:00,717758
2004-01-03 06:00:00,657300
2004-01-04 13:00:00,642610
2004-01-05 20:00:00,765304
2004-01-06 06:00:00,815305
2004-01-07 03:00:00,908676
2004-01-08 10:00:00,891779
2004-01-09 17:00:00,880460
2004-01-10 03:00:00,929116
2004-01-11 00:00:00,872574
2004-01-12 07:00:00,854767
2004-01-13 14:00:00,827819
2004-01-14 21:00:00,918386
2004-01-15 18:00:00,939468
2004-01-16 04:00:00,990735
2004-01-17 01:00:00,861025
2004-01-18 08:00:00,792631
2004-01-19 15:00:00,887039
2004-01-20 22:00:00,920951
2004-01-21 08:00:00,925742
2004-01-22 05:00:00,892768
2004-01-23 12:00:00,949642
2004-01-24 19:00:00,891469
2004-01-25 05:00:00,903892
2004-01-26 02:00:00,963060
2004-01-27 09:00:00,938056
2004-01-28 16:00:00,910752
2004-01-29 23:00:00,916052
2004-01-30 09:00:00,920821
2004-01-31 06:00:00,894697
2004-02-01 13:00:00,830660
2004-02-02 20:00:00,879166
2004-02-03 06:00:00,868831
2004-02-04 03:00:00,825696
2004-02-05 10:00:00,863596
2004-02-06 17:00:00,858086
2004-02-07 03:00:00,756690
2004-02-08 00:00:00,786140
2004-02-09 07:00:00,849010
2004-02-10 14:00:00,791324
2004-02-11 11:00:00,807910
2004-02-12 18:00:00,830943
2004-02-13 04:00:00,801556
2004-02-14 01:00:00,740722
2004-02-15 08:00:00,748068
2004-02-16 15:00:00,866408
2004-02-17 22:00:00,871895
2004-02-18 08:00:00,833181
2004-02-19 05:00:00,799770
2004-02-20 12:00:00,779165
2004-02-21 19:00:00,704713
2004-02-22 05:00:00,702874
2004-02-23 02:00:00,786031
2004-02-24 09:00:00,804339
2004-02-25 16:00:00,823562
2004-02-26 23:00:00,818911
2004-02-27 09:00:00,786676
2004-02-28 06:00:00,704533
2004-02-29 13:00:00,661572
2004-03-01 20:00:00,728216
2004-03-02 06:00:00,713831
2004-03-03 03:00:00,709857
2004-03-04 10:00:00,720931
2004-03-05 17:00:00,713561
2004-03-06 03:00:00,641354
2004-03-07 00:00:00,628184
2004-03-08 07:00:00,751011
2004-03-09 04:00:00,775200
2004-03-10 11:00:00,787817
2004-03-11 18:00:00,757283
2004-03-12 04:00:00,750411
2004-03-13 01:00:00,718693
2004-03-14 08:00:00,697095
2004-03-15 15:00:00,719919
2004-03-16 22:00:00,802252
2004-03-17 08:00:00,809063
2004-03-18 05:00:00,794130
2004-03-19 12:00:00,776087
2004-03-20 19:00:00,705738
2004-03-21 05:00:00,661884
2004-03-22 02:00:00,804253
2004-03-23 09:00:00,797416
2004-03-24 16:00:00,751617
2004-03-25 23:00:00,720725
2004-03-26 09:00:00,691649
2004-03-27 06:00:00,619041
2004-03-28 13:00:00,597143
2004-03-29 20:00:00,698792
2004-03-30 06:00:00,744048
2004-03-31 03:00:00,738738
2004-04-01 10:00:00,733650
2004-04-02 17:00:00,736711
2004-04-03 03:00:00,670702
2004-04-04 21:00:00,640329
2004-04-05 07:00:00,784982
2004-04-06 04:00:00,757784
2004-04-07 11:00:00,703297
2004-04-08 18:00:00,705288
2004-04-09 04:00:00,652739
2004-04-10 01:00:00,609269
2004-04-11 08:00:00,604827
2004-04-12 15:00:00,720699
2004-04-13 22:00:00,744455
2004-04-14 08:00:00,726752
2004-04-15 05:00:00,713365
2004-04-16 12:00:00,698518
2004-04-17 19:00:00,612753
2004-04-18 05:00:00,592567
2004-04-19 02:00:00,711775
2004-04-20 09:00:00,722381
2004-04-21 16:00:00,694707
2004-04-22 23:00:00,716539
2004-04-23 09:00:00,704087
2004-04-24 06:00:00,610055
2004-04-25 13:00:00,589067
2004-04-26 20:00:00,691287
2004-04-27 06:00:00,683621
2004-04-28 03:00:00,691308
2004-04-29 10:00:00,693518
2004-04-30 17:00:00,690359
2004-05-01 14:00:00,635500
2004-05-02 21:00:00,633529
2004-05-03 07:00:00,686613
2004-05-04 04:00:00,683152
2004-05-05 11:00:00,689076
2004-05-06 18:00:00,689451
2004-05-07 04:00:00,713722
2004-05-08 01:00:00,607928
2004-05-09 08:00:00,601032
2004-05-10 15:00:00,762487
2004-05-11 22:00:00,839502
2004-05-12 08:00:00,875791
2004-05-13 05:00:00,892060
2004-05-14 12:00:00,831347
2004-05-15 19:00:00,796896
2004-05-16 05:00:00,723916
2004-05-17 02:00:00,802351
